Date,Open,High,Low,Close,Contract
4/16/2020,549.5,552.5,542.25,542.25,Hard Red Spring Wheat
4/17/2020,542,543.5,541.25,542,Hard Red Spring Wheat
4/20/2020,544.25,556,542.5,546,Hard Red Spring Wheat
4/21/2020,546.25,549,540,540.75,Hard Red Spring Wheat
4/22/2020,542,542,538.25,540,Hard Red Spring Wheat
4/23/2020,539.5,547.5,539,543,Hard Red Spring Wheat
4/24/2020,542.5,542.5,537.5,538.25,Hard Red Spring Wheat
4/27/2020,539.5,539.5,535,535,Hard Red Spring Wheat
4/28/2020,537.75,540.5,535.5,539.25,Hard Red Spring Wheat
4/29/2020,536.25,537.5,530.75,532.25,Hard Red Spring Wheat
4/30/2020,532.75,540.75,529,538.5,Hard Red Spring Wheat
5/1/2020,538.25,538.5,530.25,531.25,Hard Red Spring Wheat
5/4/2020,530.25,534,527,533.25,Hard Red Spring Wheat
5/5/2020,534.25,536,531.5,534.25,Hard Red Spring Wheat
5/6/2020,534,534.75,530.75,531.75,Hard Red Spring Wheat
5/7/2020,532.5,538.75,532.5,534.75,Hard Red Spring Wheat
5/8/2020,535,539,534.25,538.25,Hard Red Spring Wheat
5/11/2020,540,546,540,541.25,Hard Red Spring Wheat
5/12/2020,540.25,544.5,537.75,543.75,Hard Red Spring Wheat
5/13/2020,543.75,543.75,532.75,533.25,Hard Red Spring Wheat
5/14/2020,533.75,538.5,531.5,532.75,Hard Red Spring Wheat
5/15/2020,533,537.25,531,531.25,Hard Red Spring Wheat
5/18/2020,534.25,534.25,529.5,529.75,Hard Red Spring Wheat
5/19/2020,531.75,535.75,531.75,532.75,Hard Red Spring Wheat
5/20/2020,534,546.75,533.75,544.25,Hard Red Spring Wheat
5/21/2020,545,550.5,540.25,542.25,Hard Red Spring Wheat
5/22/2020,541,541.75,536,537.75,Hard Red Spring Wheat
5/26/2020,535.5,544.75,535.5,541.5,Hard Red Spring Wheat
5/27/2020,541.75,543.75,537.25,537.75,Hard Red Spring Wheat
5/28/2020,537.75,547,537.25,544,Hard Red Spring Wheat
5/29/2020,543.5,549.5,540,548.75,Hard Red Spring Wheat
6/1/2020,548.75,548.75,539.5,545,Hard Red Spring Wheat
6/2/2020,546.5,546.5,540.25,540.75,Hard Red Spring Wheat
6/3/2020,541.75,545.25,541,544.25,Hard Red Spring Wheat
6/4/2020,547.5,554.25,547.5,551.25,Hard Red Spring Wheat
6/5/2020,553,554,543.25,545.25,Hard Red Spring Wheat
6/8/2020,544.5,551.75,542.75,550.75,Hard Red Spring Wheat
6/9/2020,549,551.5,545.5,551,Hard Red Spring Wheat
6/10/2020,550.5,554.25,545.25,545.75,Hard Red Spring Wheat
6/11/2020,547.25,549,540.25,540.75,Hard Red Spring Wheat
6/12/2020,541.5,544.5,538.25,538.5,Hard Red Spring Wheat
6/15/2020,538.25,541,537.5,538.75,Hard Red Spring Wheat
6/16/2020,540.25,543.25,535.25,538.75,Hard Red Spring Wheat
6/17/2020,538.75,546.5,536.25,541.75,Hard Red Spring Wheat
6/18/2020,541.75,549,541.5,546.5,Hard Red Spring Wheat
6/19/2020,545.5,548.5,542.75,546,Hard Red Spring Wheat
6/22/2020,546,547.5,539,539.75,Hard Red Spring Wheat
6/23/2020,540,540,534,535,Hard Red Spring Wheat
6/24/2020,535,538,535,536,Hard Red Spring Wheat
6/25/2020,536,536,530.5,531.5,Hard Red Spring Wheat
6/26/2020,531.5,532.25,523.25,523.5,Hard Red Spring Wheat
6/29/2020,525,525.25,522.25,524.25,Hard Red Spring Wheat
6/30/2020,526,537,523.75,533.5,Hard Red Spring Wheat
7/1/2020,532.75,534.25,526,530.25,Hard Red Spring Wheat
7/2/2020,530.75,531.5,523.5,523.75,Hard Red Spring Wheat
7/6/2020,527,528.75,524.75,525.5,Hard Red Spring Wheat
7/7/2020,526.5,528.25,525.5,526.75,Hard Red Spring Wheat
7/8/2020,527,537.75,527,537,Hard Red Spring Wheat
7/9/2020,536,543,533.25,539,Hard Red Spring Wheat
7/10/2020,536,543.5,530.5,538.25,Hard Red Spring Wheat
7/13/2020,534.5,539.75,528.5,532,Hard Red Spring Wheat
7/14/2020,531.25,537,531,531.5,Hard Red Spring Wheat
7/15/2020,533.25,541,530.5,540.5,Hard Red Spring Wheat
7/16/2020,538.5,540.25,528.75,529.25,Hard Red Spring Wheat
7/17/2020,529,531.5,525.25,527,Hard Red Spring Wheat
7/20/2020,527,527.25,519.5,521,Hard Red Spring Wheat
7/21/2020,521.25,529.25,521,525,Hard Red Spring Wheat
7/22/2020,525.25,532,524.25,528.25,Hard Red Spring Wheat
7/23/2020,528,528.25,523.25,523.5,Hard Red Spring Wheat
7/24/2020,524.25,533.5,524.25,528.25,Hard Red Spring Wheat
7/27/2020,528,528,521.75,522,Hard Red Spring Wheat
7/28/2020,522,525.25,519.75,519.75,Hard Red Spring Wheat
7/29/2020,520,526,520,524.75,Hard Red Spring Wheat
7/30/2020,524.75,526.75,522,526.25,Hard Red Spring Wheat
7/31/2020,526,530.5,523,527.75,Hard Red Spring Wheat
8/3/2020,524.5,524.5,519,520.25,Hard Red Spring Wheat
8/4/2020,519.5,520,515.75,516,Hard Red Spring Wheat
8/5/2020,516,518.5,515.25,516,Hard Red Spring Wheat
8/6/2020,515.25,517,510.5,510.75,Hard Red Spring Wheat
8/7/2020,510.75,512.5,506.5,510.5,Hard Red Spring Wheat
8/10/2020,509.5,510,506.5,507,Hard Red Spring Wheat
8/11/2020,507.5,511.75,507,508.75,Hard Red Spring Wheat
8/12/2020,508.75,509.75,506.5,507,Hard Red Spring Wheat
8/13/2020,507.25,515,506.75,511,Hard Red Spring Wheat
8/14/2020,511.25,518,510.25,512.25,Hard Red Spring Wheat
8/17/2020,512.75,524.25,512.75,520,Hard Red Spring Wheat
8/18/2020,519,523.25,516.75,521,Hard Red Spring Wheat
8/19/2020,520,527.25,519.25,523.75,Hard Red Spring Wheat
8/20/2020,522.25,528.25,520.5,527.5,Hard Red Spring Wheat
8/21/2020,527,531.75,523.75,529,Hard Red Spring Wheat
8/24/2020,526.75,530.25,519.25,520,Hard Red Spring Wheat
8/25/2020,520,533,519.25,530.25,Hard Red Spring Wheat
8/26/2020,529.5,534,527,533,Hard Red Spring Wheat
8/27/2020,532,544.75,531.5,540.5,Hard Red Spring Wheat
8/28/2020,540,543.25,536,539.25,Hard Red Spring Wheat
8/31/2020,538.5,547.75,534.5,539.5,Hard Red Spring Wheat
9/1/2020,537.25,549,537,546.25,Hard Red Spring Wheat
9/2/2020,545,549.5,545,547.5,Hard Red Spring Wheat
9/3/2020,547,547.75,545.5,547.25,Hard Red Spring Wheat
9/4/2020,546.75,547,541,542.5,Hard Red Spring Wheat
9/8/2020,541.25,542.5,535.25,536.25,Hard Red Spring Wheat
9/9/2020,536.25,539.5,535,535.5,Hard Red Spring Wheat
9/10/2020,535,544.25,532.5,535.5,Hard Red Spring Wheat
9/11/2020,535.5,538.25,530.75,532.25,Hard Red Spring Wheat
9/14/2020,531.25,534.25,529,530.5,Hard Red Spring Wheat
9/15/2020,530.25,534,522.5,524.25,Hard Red Spring Wheat
9/16/2020,523.75,532.25,522.75,531.5,Hard Red Spring Wheat
9/17/2020,531,542.75,529,541.5,Hard Red Spring Wheat
9/18/2020,540,554.75,540,551.25,Hard Red Spring Wheat
9/21/2020,550.75,552.75,532,534.75,Hard Red Spring Wheat
9/22/2020,534.25,545.5,534.25,539.75,Hard Red Spring Wheat
9/23/2020,540,541.75,532.5,533,Hard Red Spring Wheat
9/24/2020,533,536,529,534.75,Hard Red Spring Wheat
9/25/2020,534,536.25,529,529.75,Hard Red Spring Wheat
9/28/2020,529.75,532,525,529.5,Hard Red Spring Wheat
9/29/2020,529,531,523,524.5,Hard Red Spring Wheat
9/30/2020,524.25,547.5,524.25,540.25,Hard Red Spring Wheat
10/1/2020,539,540.75,532.25,533.5,Hard Red Spring Wheat
10/2/2020,532.5,539.5,530.25,531.75,Hard Red Spring Wheat
10/5/2020,531.75,539.75,531,535.5,Hard Red Spring Wheat
10/6/2020,536,545.5,533.5,538.25,Hard Red Spring Wheat
10/7/2020,537.25,553,536.5,549.25,Hard Red Spring Wheat
10/8/2020,548,554.75,539,542.5,Hard Red Spring Wheat
10/9/2020,542.5,552.75,541.5,543.75,Hard Red Spring Wheat
10/12/2020,542.5,548.75,540.5,542.75,Hard Red Spring Wheat
10/13/2020,542.75,548.5,542,544.25,Hard Red Spring Wheat
10/14/2020,544,550.75,541,546,Hard Red Spring Wheat
10/15/2020,546.5,559.75,546.5,558.75,Hard Red Spring Wheat
10/16/2020,558.5,566,557,559.75,Hard Red Spring Wheat
